,celebrity,professional,dance,song,series,week,running_order,score_craig,score_arlene,score_len,score_bruno,score_alesha,score_darcey,score_jennifer,score_donny,score_shirley,score_alfonso,score_motsi,score_anton,total
1267,Judy Murray,Anton du Beke,Paso Doble,I Fought The Law,12,7,4,3,0,5,5,0,5,0,0,0,0,0,0,18
1268,Sunetra Sarker,Brendan Cole,Foxtrot,All Of Me,12,7,5,7,0,8,8,0,8,0,0,0,0,0,0,31
1269,Alison Hammond,Aljaž Skorjanec,Charleston,Friend Like Me,12,7,6,6,0,7,7,0,7,0,0,0,0,0,0,27
1270,Mark Wright,Karen Hauer,Waltz,Weekend In New England,12,7,7,7,0,8,8,0,8,0,0,0,0,0,0,31
1271,Frankie Bridge,Kevin Clifton,Samba,La Bamba,12,7,8,7,0,9,8,0,8,0,0,0,0,0,0,32
1272,Pixie Lott,Trent Whiddon,Foxtrot,When I'm Sixty-Four,12,7,9,9,0,8,9,0,10,0,0,0,0,0,0,36
1273,Steve Backshall,Ola Jordan,Paso Doble,Use Somebody,12,7,10,6,0,7,7,0,8,0,0,0,0,0,0,28
1274,Frankie Bridge,Kevin Clifton,Quickstep,A Town Called Malice,12,8,1,8,0,10,10,0,9,0,0,0,0,0,0,37
1275,Jake Wood,Janette Manrara,American Smooth,Feeling Good,12,8,2,9,0,9,9,0,9,0,0,0,0,0,0,36
1276,Sunetra Sarker,Brendan Cole,Samba,I Don't Feel Like Dancin',12,8,3,6,0,8,8,0,8,0,0,0,0,0,0,30
1277,Simon Webbe,Kristina Rihanoff,Argentine Tango,El Tango De Roxanne,12,8,4,8,0,10,10,0,10,0,0,0,0,0,0,38
1278,Judy Murray,Anton du Beke,Viennese Waltz,Let's Go Fly A Kite,12,8,5,4,0,7,7,0,6,0,0,0,0,0,0,24
1279,Mark Wright,Karen Hauer,Charleston,We Speak No Americano,12,8,6,9,0,9,9,0,9,0,0,0,0,0,0,36
1280,Pixie Lott,Trent Whiddon,Paso Doble,The Eve of War,12,8,7,9,0,10,10,0,9,0,0,0,0,0,0,38
1281,Steve Backshall,Ola Jordan,American Smooth,Rolling In The Deep,12,8,8,7,0,8,8,0,8,0,0,0,0,0,0,31
1282,Caroline Flack,Pasha Kovalev,Jive,Crocodile Rock,12,8,9,9,0,9,10,0,9,0,0,0,0,0,0,37
1283,Steve Backshall,Ola Jordan,Jive,Little Bitty Pretty One,12,9,1,4,0,6,6,0,7,0,0,0,0,0,0,23
1284,Caroline Flack,Pasha Kovalev,American Smooth,Mack The Knife,12,9,2,7,0,9,9,0,8,0,0,0,0,0,0,33
1285,Pixie Lott,Trent Whiddon,Charleston,Sparkling Diamonds,12,9,3,9,0,9,10,0,9,0,0,0,0,0,0,37
1286,Mark Wright,Karen Hauer,Tango,Love Runs Out,12,9,4,8,0,8,8,0,8,0,0,0,0,0,0,32
1287,Frankie Bridge,Kevin Clifton,Viennese Waltz,What's New Pussycat?,12,9,5,9,0,10,10,0,9,0,0,0,0,0,0,38
1288,Jake Wood,Janette Manrara,Samba,Macarena,12,9,6,9,0,10,9,0,10,0,0,0,0,0,0,38
1289,Sunetra Sarker,Brendan Cole,Waltz,Last Request,12,9,7,7,0,8,8,0,7,0,0,0,0,0,0,30
1290,Simon Webbe,Kristina Rihanoff,Salsa,Let's Hear It For The Boy,12,9,8,9,0,9,9,0,9,0,0,0,0,0,0,36
1291,Pixie Lott,Trent Whiddon,Viennese Waltz,Tulips From Amsterdam,12,10,1,9,0,10,10,0,9,0,0,0,0,0,0,38
1292,Mark Wright,Karen Hauer,Salsa,Viva Las Vegas,12,10,2,7,0,9,8,0,8,0,0,0,0,0,0,32
1293,Sunetra Sarker,Brendan Cole,Rumba,Girl From Ipanema,12,10,3,5,0,8,7,0,7,0,0,0,0,0,0,27
1294,Caroline Flack,Pasha Kovalev,Charleston,Instanbul,12,10,4,9,0,10,10,0,10,0,0,0,0,0,0,39
1295,Simon Webbe,Kristina Rihanoff,Waltz,Edelweiss,12,10,5,9,0,10,9,0,10,0,0,0,0,0,0,38
1296,Frankie Bridge,Kevin Clifton,Jive,Surfin' USA,12,10,6,9,0,9,9,0,9,0,0,0,0,0,0,36
1297,Jake Wood,Janette Manrara,Argentine Tango,Zorba The Greek,12,10,7,5,0,8,8,0,8,0,0,0,0,0,0,29
1298,Simon Webbe,Kristina Rihanoff,American Smooth,Heartache Tonight,12,11,1,8,0,9,9,0,9,0,0,0,0,0,0,35
1299,Caroline Flack,Pasha Kovalev,Argentine Tango,La Cumparsita,12,11,2,9,0,10,10,0,10,0,0,0,0,0,0,39
1300,Pixie Lott,Trent Whiddon,Cha-Cha-Cha,Love Shack,12,11,3,9,0,8,9,0,9,0,0,0,0,0,0,35
1301,Mark Wright,Karen Hauer,Foxtrot,L-O-V-E,12,11,4,8,0,9,9,0,9,0,0,0,0,0,0,35
1302,Jake Wood,Janette Manrara,Charleston,Entry of the Gladiators,12,11,5,9,0,10,10,0,9,0,0,0,0,0,0,38
1303,Frankie Bridge,Kevin Clifton,Salsa,Work,12,11,6,8,0,8,9,0,9,0,0,0,0,0,0,34
1304,Jake Wood,Janette Manrara,Cha-Cha-Cha,Boogie Shoes,12,12,1,6,0,8,8,0,8,0,0,0,0,0,0,30
1305,Frankie Bridge,Kevin Clifton,Rumba,Somewhere Only We Know,12,12,2,7,0,9,10,0,8,0,0,0,0,0,0,34
1306,Mark Wright,Karen Hauer,Viennese Waltz,I Got You Babe,12,12,3,8,0,9,8,0,8,0,0,0,0,0,0,33
1307,Simon Webbe,Kristina Rihanoff,Samba,I Like To Move It,12,12,4,6,0,8,7,0,9,0,0,0,0,0,0,30
1308,Caroline Flack,Pasha Kovalev,Foxtrot,Diamonds,12,12,5,8,0,9,9,0,9,0,0,0,0,0,0,35
1309,Jake Wood,Janette Manrara,Viennese Waltz,When A Man Loves A Woman,12,12,6,7,0,8,8,0,8,0,0,0,0,0,0,31
1310,Frankie Bridge,Kevin Clifton,Argentine Tango,The 5th,12,12,7,9,0,10,10,0,9,0,0,0,0,0,0,38
1311,Mark Wright,Karen Hauer,Rumba,Fields of Gold,12,12,8,9,0,8,8,0,8,0,0,0,0,0,0,33
1312,Simon Webbe,Kristina Rihanoff,Foxtrot,My Guy,12,12,9,9,0,10,9,0,10,0,0,0,0,0,0,38
1313,Caroline Flack,Pasha Kovalev,Salsa,Maria,12,12,10,10,0,10,10,0,10,0,0,0,0,0,0,40
1314,Frankie Bridge,Kevin Clifton,Samba,La Bamba,12,13,1,9,0,10,10,0,10,0,0,0,0,0,0,39
1315,Mark Wright,Karen Hauer,Cha-Cha-Cha,I'm Your Man,12,13,2,8,0,9,9,0,9,0,0,0,0,0,0,35
1316,Caroline Flack,Pasha Kovalev,Cha-Cha-Cha,Can You Feel It,12,13,3,10,0,10,10,0,10,0,0,0,0,0,0,40
1317,Simon Webbe,Kristina Rihanoff,Charleston,My Old Man (Said Follow The Van),12,13,4,9,0,10,10,0,10,0,0,0,0,0,0,39
1318,Frankie Bridge,Kevin Clifton,Show dance,Get Happy,12,13,5,9,0,10,10,0,9,0,0,0,0,0,0,38
1319,Mark Wright,Karen Hauer,Show dance,Don't Stop Me Now,12,13,6,8,0,9,9,0,9,0,0,0,0,0,0,35
1320,Caroline Flack,Pasha Kovalev,Show dance,Angels,12,13,7,10,0,10,10,0,10,0,0,0,0,0,0,40
1321,Simon Webbe,Kristina Rihanoff,Show dance,A Little Less Conversation,12,13,8,9,0,10,10,0,10,0,0,0,0,0,0,39
1322,Frankie Bridge,Kevin Clifton,Paso Doble,America,12,13,9,9,0,10,10,0,10,0,0,0,0,0,0,39
1323,Caroline Flack,Pasha Kovalev,Charleston,Istanbul,12,13,10,10,0,10,10,0,10,0,0,0,0,0,0,40
1324,Simon Webbe,Kristina Rihanoff,Argentine Tango,El Tango De Roxanne,12,13,11,10,0,10,10,0,10,0,0,0,0,0,0,40
1325,Kellie Bright,Kevin Clifton,Tango,You Really Got Me,13,1,1,6,0,7,7,0,7,0,0,0,0,0,0,27
1326,Anthony Ogogo,Oti Mabuse,Jive,Wake Me Up Before You Go Go,13,1,2,4,0,6,6,0,5,0,0,0,0,0,0,21
1327,Helen George,Aljaž Skorjanec,Waltz,With You I'm Born Again,13,1,3,7,0,7,8,0,7,0,0,0,0,0,0,29
1328,Carol Kirkwood,Pasha Kovalev,Cha-Cha-Cha,Thunder In My Heart,13,1,4,2,0,5,4,0,5,0,0,0,0,0,0,16
1329,Daniel O'Donnell,Kristina Rihanoff,Waltz,When Irish Eyes Are Smiling,13,1,5,4,0,7,7,0,6,0,0,0,0,0,0,24
1330,Anita Rani,Gleb Savchenko,Cha-Cha-Cha,Rather Be,13,1,6,6,0,7,7,0,7,0,0,0,0,0,0,27
1331,Jay McGuiness,Aliona Vilani,Cha-Cha-Cha,"Reach Out, I'll Be There",13,1,7,5,0,7,7,0,8,0,0,0,0,0,0,27
1332,Kirsty Gallacher,Brendan Cole,Waltz,Vincent,13,1,8,4,0,6,5,0,5,0,0,0,0,0,0,20
1333,Jeremy Vine,Karen Clifton,Cha-Cha-Cha,September,13,1,9,2,0,6,5,0,6,0,0,0,0,0,0,19
1334,Georgia May Foote,Giovanni Pernice,Jive,Dear Future Husband,13,1,10,6,0,7,7,0,7,0,0,0,0,0,0,27
1335,Ainsley Harriott,Natalie Lowe,Tango,Voulez Vous,13,1,11,4,0,6,5,0,5,0,0,0,0,0,0,20
1336,Katie Derham,Anton du Beke,Jive,Roll Over Beethoven,13,1,12,6,0,7,7,0,6,0,0,0,0,0,0,26
1337,Iwan Thomas,Ola Jordan,Tango,Keep On Running,13,1,13,3,0,5,4,0,5,0,0,0,0,0,0,17
1338,Jamelia,Tristan MacManus,Waltz,"Do Right Woman, Do Right",13,1,14,4,0,6,5,0,6,0,0,0,0,0,0,21
1339,Peter Andre,Janette Manrara,Cha-Cha-Cha,Ain't No Other Man,13,1,15,7,0,8,7,0,8,0,0,0,0,0,0,30
1340,Jamelia,Tristan MacManus,Cha-Cha-Cha,Don't Cha,13,2,1,4,0,5,6,0,6,0,0,0,0,0,0,21
1341,Daniel O'Donnell,Kristina Rihanoff,Charleston,Let's Misbehave,13,2,2,5,0,6,6,0,6,0,0,0,0,0,0,23
1342,Kirsty Gallacher,Brendan Cole,Salsa,Can't Touch It,13,2,3,5,0,5,5,0,5,0,0,0,0,0,0,20
1343,Jay McGuiness,Aliona Vilani,Waltz,See The Day,13,2,4,7,0,8,8,0,8,0,0,0,0,0,0,31
1344,Iwan Thomas,Ola Jordan,Cha-Cha-Cha,Sexy and I Know It,13,2,5,2,0,4,3,0,4,0,0,0,0,0,0,13
1345,Georgia May Foote,Giovanni Pernice,Waltz,Georgia On My Mind,13,2,6,6,0,6,7,0,6,0,0,0,0,0,0,25
1346,Ainsley Harriott,Natalie Lowe,Salsa,Don't Touch My Tomatoes,13,2,7,6,0,7,6,0,7,0,0,0,0,0,0,26
1347,Carol Kirkwood,Pasha Kovalev,Foxtrot,Isn't This A Lovely Day,13,2,8,4,0,5,5,0,6,0,0,0,0,0,0,20
1348,Kellie Bright,Kevin Clifton,Cha-Cha-Cha,Don't Go Breaking My Heart,13,2,9,6,0,7,7,0,7,0,0,0,0,0,0,27
1349,Anthony Ogogo,Oti Mabuse,Waltz,If You Don't Know Me By Now,13,2,10,4,0,5,5,0,5,0,0,0,0,0,0,19
1350,Anita Rani,Gleb Savchenko,Charleston,Pencil Full of Lead,13,2,11,7,0,6,6,0,8,0,0,0,0,0,0,27
1351,Jeremy Vine,Karen Clifton,American Smooth,Happy Together,13,2,12,3,0,5,4,0,5,0,0,0,0,0,0,17
1352,Katie Derham,Anton du Beke,Tango,Telephone,13,2,13,7,0,7,7,0,7,0,0,0,0,0,0,28
1353,Peter Andre,Janette Manrara,Quickstep,Valerie,13,2,14,7,0,7,8,0,8,0,0,0,0,0,0,30
1354,Helen George,Aljaž Skorjanec,Cha-Cha-Cha,Uptown Girl,13,2,15,7,0,7,8,0,7,0,0,0,0,0,0,29
1355,Carol Kirkwood,Pasha Kovalev,Quickstep,Wash That Man,13,3,1,3,0,5,4,0,5,0,0,0,0,0,0,17
1356,Anthony Ogogo,Oti Mabuse,Paso Doble,Eye of the Tiger,13,3,2,4,0,5,4,0,6,0,0,0,0,0,0,19
1357,Katie Derham,Anton du Beke,Cha-Cha-Cha,Pretty Woman,13,3,3,4,0,5,5,0,6,0,0,0,0,0,0,20
1358,Kellie Bright,Kevin Clifton,Charleston,Cantina Band,13,3,4,8,0,8,8,0,8,0,0,0,0,0,0,32
1359,Ainsley Harriott,Natalie Lowe,Cha-Cha-Cha,Boogie Wonderland,13,3,5,3,0,6,5,0,6,0,0,0,0,0,0,20
1360,Georgia May Foote,Giovanni Pernice,Rumba,Writing's On The Wall,13,3,6,7,0,6,7,0,7,0,0,0,0,0,0,27
1361,Helen George,Aljaž Skorjanec,Foxtrot,I Wanna Be Loved By You,13,3,7,8,0,8,8,0,8,0,0,0,0,0,0,32
1362,Daniel O'Donnell,Kristina Rihanoff,Cha-Cha-Cha,Summer Nights,13,3,8,4,0,6,5,0,6,0,0,0,0,0,0,21
1363,Kirsty Gallacher,Brendan Cole,American Smooth,He's A Tramp,13,3,9,5,0,6,6,0,6,0,0,0,0,0,0,23
1364,Peter Andre,Janette Manrara,Paso Doble,He's A Pirate,13,3,10,7,0,7,7,0,7,0,0,0,0,0,0,28
1365,Jamelia,Tristan MacManus,Salsa,Heaven Must Be Missing An Angel,13,3,11,6,0,6,6,0,7,0,0,0,0,0,0,25
1366,Jeremy Vine,Karen Clifton,Charleston,"Top Hat, White Tie and Tails",13,3,12,3,0,7,7,0,7,0,0,0,0,0,0,24
1367,Anita Rani,Gleb Savchenko,American Smooth,Unchained Melody,13,3,13,6,0,8,7,0,8,0,0,0,0,0,0,29
1368,Jay McGuiness,Aliona Vilani,Jive,Misirlou/You Can Never Tell,13,3,14,9,0,9,10,0,9,0,0,0,0,0,0,37
1369,Anita Rani,Gleb Savchenko,Samba,Hips Don't Lie,13,4,1,6,0,7,7,0,7,0,0,0,0,0,0,27
1370,Daniel O'Donnell,Kristina Rihanoff,American Smooth,Fly Me To The Moon,13,4,2,5,0,6,6,0,6,0,0,0,0,0,0,23
1371,Kirsty Gallacher,Brendan Cole,Paso Doble,Beautiful Day,13,4,3,4,0,6,5,0,6,0,0,0,0,0,0,21
1372,Georgia May Foote,Giovanni Pernice,Quickstep,Reach,13,4,4,7,0,9,8,0,7,0,0,0,0,0,0,31
1373,Jeremy Vine,Karen Clifton,Jive,Splish Splash,13,4,5,3,0,6,5,0,6,0,0,0,0,0,0,20
1374,Kellie Bright,Kevin Clifton,Foxtrot,Dream A Little Dream Of Me,13,4,6,8,0,8,8,0,8,0,0,0,0,0,0,32
1375,Jamelia,Tristan MacManus,Charleston,Straight Up,13,4,7,8,0,8,8,0,8,0,0,0,0,0,0,32
1376,Jay McGuiness,Aliona Vilani,Quickstep,My Generation,13,4,8,5,0,6,7,0,7,0,0,0,0,0,0,25
1377,Carol Kirkwood,Pasha Kovalev,Paso Doble,Espana Cani,13,4,9,5,0,6,5,0,6,0,0,0,0,0,0,22
1378,Ainsley Harriott,Natalie Lowe,Waltz,What A Wonderful World,13,4,10,6,0,7,6,0,7,0,0,0,0,0,0,26
1379,Helen George,Aljaž Skorjanec,Salsa,Doctor Beat,13,4,11,8,0,8,8,0,8,0,0,0,0,0,0,32
1380,Peter Andre,Janette Manrara,Tango,Blue Monday,13,4,12,8,0,8,8,0,8,0,0,0,0,0,0,32
1381,Katie Derham,Anton du Beke,Viennese Waltz,If I Can Dream,13,4,13,8,0,8,8,0,9,0,0,0,0,0,0,33
1382,Georgia May Foote,Giovanni Pernice,Salsa,You Make Me Feel (Mighty Real),13,5,1,7,0,8,8,0,8,0,0,0,0,0,0,31
1383,Carol Kirkwood,Pasha Kovalev,Viennese Waltz,I've Been Loving You Too Long,13,5,2,4,0,6,5,0,6,0,0,0,0,0,0,21
1384,Anita Rani,Gleb Savchenko,Tango,Sweet Disposition,13,5,3,8,0,8,8,0,8,0,0,0,0,0,0,32
1385,Peter Andre,Janette Manrara,Rumba,Thinking Out Loud,13,5,4,7,0,8,7,0,7,0,0,0,0,0,0,29
1386,Kirsty Gallacher,Brendan Cole,Viennese Waltz,This Year's Love,13,5,5,7,0,8,7,0,7,0,0,0,0,0,0,29
1387,Ainsley Harriott,Natalie Lowe,Jive,"Shake, Rattle and Roll",13,5,6,4,0,6,5,0,6,0,0,0,0,0,0,21
1388,Jamelia,Tristan MacManus,Foxtrot,Because You Loved Me,13,5,7,5,0,7,7,0,7,0,0,0,0,0,0,26
1389,Katie Derham,Anton du Beke,Salsa,It Had Better Be Tonight,13,5,8,4,0,6,5,0,6,0,0,0,0,0,0,21
1390,Jeremy Vine,Karen Clifton,Waltz,She,13,5,9,3,0,6,4,0,5,0,0,0,0,0,0,18
1391,Helen George,Aljaž Skorjanec,Quickstep,You Can't Hurry Love,13,5,10,9,0,8,9,0,9,0,0,0,0,0,0,35
1392,Jay McGuiness,Aliona Vilani,Paso Doble,It's My Life,13,5,11,8,0,8,8,0,9,0,0,0,0,0,0,33
1393,Kellie Bright,Kevin Clifton,Jive,One Way Or Another,13,5,12,8,0,9,9,0,9,0,0,0,0,0,0,35
1394,Katie Derham,Anton du Beke,Paso Doble,The Phantom Of The Opera,13,6,1,4,0,6,6,0,5,0,0,0,0,0,0,21
1395,Kirsty Gallacher,Brendan Cole,Charleston,Bad Romance,13,6,2,3,0,5,5,0,4,0,0,0,0,0,0,17
1396,Jeremy Vine,Karen Clifton,Salsa,Thriller,13,6,3,4,0,6,6,0,6,0,0,0,0,0,0,22
1397,Anita Rani,Gleb Savchenko,Waltz,Once Upon A Dream,13,6,4,6,0,8,8,0,7,0,0,0,0,0,0,29
1398,Jamelia,Tristan MacManus,Jive,The Time Warp,13,6,5,6,0,6,7,0,7,0,0,0,0,0,0,26
1399,Jay McGuiness,Aliona Vilani,American Smooth,Li'l Red Riding Hood,13,6,6,8,0,9,8,0,9,0,0,0,0,0,0,34
1400,Kellie Bright,Kevin Clifton,Paso Doble,School's Out,13,6,7,7,0,7,7,0,7,0,0,0,0,0,0,28
1401,Carol Kirkwood,Pasha Kovalev,Rumba,I Think I Love You,13,6,8,2,0,4,4,0,3,0,0,0,0,0,0,13
1402,Georgia May Foote,Giovanni Pernice,Tango,Ghostbusters,13,6,9,8,0,9,9,0,9,0,0,0,0,0,0,35
1403,Peter Andre,Janette Manrara,Foxtrot,Ghost,13,6,10,7,0,7,7,0,7,0,0,0,0,0,0,28
1404,Helen George,Aljaž Skorjanec,Samba,Take Your Mama,13,6,11,8,0,9,8,0,9,0,0,0,0,0,0,34
1405,Peter Andre,Janette Manrara,Charleston,Do Your Thing,13,7,1,9,0,10,9,0,10,0,0,0,0,0,0,38
1406,Jamelia,Tristan MacManus,Viennese Waltz,Trouble,13,7,2,7,0,7,7,0,7,0,0,0,0,0,0,28
1407,Carol Kirkwood,Pasha Kovalev,American Smooth,Man! I Feel Like A Woman,13,7,3,3,0,5,4,0,5,0,0,0,0,0,0,17
1408,Helen George,Aljaž Skorjanec,Rumba,Hello,13,7,4,8,0,7,8,0,8,0,0,0,0,0,0,31
1409,Jay McGuiness,Aliona Vilani,Argentine Tango,Diferente,13,7,5,8,0,8,9,0,9,0,0,0,0,0,0,34
1410,Katie Derham,Anton du Beke,Quickstep,42nd Street,13,7,6,6,0,7,6,0,7,0,0,0,0,0,0,26
1411,Anita Rani,Gleb Savchenko,Jive,The Boy Does Nothing,13,7,7,8,0,9,9,0,8,0,0,0,0,0,0,34
1412,Kellie Bright,Kevin Clifton,Waltz,Love Ain't Here Anymore,13,7,8,8,0,8,8,0,8,0,0,0,0,0,0,32
1413,Jeremy Vine,Karen Clifton,Tango,Go West,13,7,9,4,0,6,5,0,6,0,0,0,0,0,0,21
1414,Georgia May Foote,Giovanni Pernice,Samba,Volare,13,7,10,8,0,9,9,0,9,0,0,0,0,0,0,35
1415,Anita Rani,Gleb Savchenko,Quickstep,Don't Get Me Wrong,13,8,1,8,0,8,8,0,8,0,0,0,0,0,0,32
1416,Jay McGuiness,Aliona Vilani,Foxtrot,Lay Me Down,13,8,2,6,0,8,8,0,8,0,0,0,0,0,0,30
1417,Jamelia,Tristan MacManus,Samba,A Little Respect,13,8,3,5,0,7,7,0,7,0,0,0,0,0,0,26
1418,Helen George,Aljaž Skorjanec,Tango,Hold Back The River,13,8,4,8,0,8,9,0,9,0,0,0,0,0,0,34
1419,Katie Derham,Anton du Beke,Rumba,"Never, Never, Never",13,8,5,7,0,8,8,0,8,0,0,0,0,0,0,31
1420,Kellie Bright,Kevin Clifton,Samba,Boom! Shake The Room,13,8,6,9,0,7,9,0,8,0,0,0,0,0,0,33
1421,Peter Andre,Janette Manrara,Viennese Waltz,You're My World,13,8,7,8,0,8,9,0,9,0,0,0,0,0,0,34
1422,Georgia May Foote,Giovanni Pernice,Charleston,Hot Honey Rag,13,8,8,9,0,10,10,0,10,0,0,0,0,0,0,39
1423,Jeremy Vine,Karen Clifton,Quickstep,Going Underground,13,8,9,4,0,6,5,0,6,0,0,0,0,0,0,21
1424,Jay McGuiness,Aliona Vilani,Salsa,Cuba,13,9,1,9,0,9,9,0,9,0,0,0,0,0,0,36
1425,Jamelia,Tristan MacManus,Quickstep,I'm A Believer,13,9,2,7,0,8,8,0,8,0,0,0,0,0,0,31
1426,Anita Rani,Gleb Savchenko,Paso Doble,Malaguena,13,9,3,9,0,9,9,0,10,0,0,0,0,0,0,37
1427,Katie Derham,Anton du Beke,American Smooth,Ain't That A Kick In The Head,13,9,4,8,0,9,9,0,9,0,0,0,0,0,0,35
1428,Peter Andre,Janette Manrara,Jive,River Deep Mountain High,13,9,5,6,0,8,8,0,7,0,0,0,0,0,0,29
1429,Georgia May Foote,Giovanni Pernice,American Smooth,I Have Nothing,13,9,6,9,0,10,10,0,9,0,0,0,0,0,0,38
1430,Helen George,Aljaž Skorjanec,Charleston,Anything Goes,13,9,7,8,0,8,9,0,9,0,0,0,0,0,0,34
1431,Kellie Bright,Kevin Clifton,Quickstep,9 To 5,13,9,8,9,0,9,10,0,9,0,0,0,0,0,0,37
1432,Kellie Bright,Kevin Clifton,Salsa,I Want You Back,13,10,1,8,0,9,9,0,8,0,0,0,0,0,0,34
1433,Katie Derham,Anton du Beke,Argentine Tango,Libertango,13,10,2,7,0,8,9,0,8,0,0,0,0,0,0,32
1434,Helen George,Aljaž Skorjanec,Viennese Waltz,At Last,13,10,3,9,0,10,10,0,10,0,0,0,0,0,0,39
1435,Jay McGuiness,Aliona Vilani,Tango,When Doves Cry,13,10,4,9,0,9,10,0,10,0,0,0,0,0,0,38
1436,Peter Andre,Janette Manrara,American Smooth,(I Get The) Sweetest Feeling,13,10,5,7,0,8,8,0,8,0,0,0,0,0,0,31
1437,Anita Rani,Gleb Savchenko,Rumba,Read All About It,13,10,6,7,0,7,9,0,8,0,0,0,0,0,0,31
1438,Georgia May Foote,Giovanni Pernice,Paso Doble,The Final Countdown,13,10,7,8,0,8,9,0,8,0,0,0,0,0,0,33
1439,Georgia May Foote,Giovanni Pernice,Foxtrot,Beauty And The Beast,13,11,1,9,0,9,9,0,9,0,0,0,0,0,0,36
1440,Anita Rani,Gleb Savchenko,Argentine Tango,Cell Block Tango (He Had It Comin'),13,11,2,6,0,9,8,0,8,0,0,0,0,0,0,31
1441,Kellie Bright,Kevin Clifton,Viennese Waltz,Oom Pah Pah,13,11,3,9,0,9,9,0,9,0,0,0,0,0,0,36
1442,Jay McGuiness,Aliona Vilani,Rumba,Falling Slowly,13,11,4,9,0,10,10,0,10,0,0,0,0,0,0,39
1443,Katie Derham,Anton du Beke,Foxtrot,Maybe This Time,13,11,5,8,0,9,9,0,9,0,0,0,0,0,0,35
1444,Helen George,Aljaž Skorjanec,Paso Doble,At The End Of The Day,13,11,6,8,0,9,9,0,8,0,0,0,0,0,0,34
1445,Katie Derham,Anton du Beke,Charleston,Too Darn Hot,13,12,1,4,0,7,7,0,7,0,0,0,0,0,0,25
1446,Jay McGuiness,Aliona Vilani,Viennese Waltz,Have You Ever Really Loved A Woman?,13,12,2,8,0,8,9,0,9,0,0,0,0,0,0,34
1447,Georgia May Foote,Giovanni Pernice,Cha-Cha-Cha,I Will Survive,13,12,3,8,0,8,9,0,8,0,0,0,0,0,0,33
1448,Anita Rani,Gleb Savchenko,Foxtrot,"New York, New York",13,12,4,7,0,8,9,0,8,0,0,0,0,0,0,32
1449,Kellie Bright,Kevin Clifton,Rumba,Songbird,13,12,5,9,0,9,8,0,8,0,0,0,0,0,0,34
1450,Katie Derham,Anton du Beke,Waltz,O Mio Bambino Caro,13,12,6,8,0,7,7,0,9,0,0,0,0,0,0,31
1451,Jay McGuiness,Aliona Vilani,Charleston,Doctor Jazz,13,12,7,9,0,9,10,0,9,0,0,0,0,0,0,37
1452,Georgia May Foote,Giovanni Pernice,Viennese Waltz,Runaway,13,12,8,9,0,9,10,0,10,0,0,0,0,0,0,38
1453,Anita Rani,Gleb Savchenko,Salsa,Feel This Moment,13,12,9,8,0,8,8,0,8,0,0,0,0,0,0,32
1454,Kellie Bright,Kevin Clifton,American Smooth,Let's Face The Music And Dance,13,12,10,9,0,10,10,0,10,0,0,0,0,0,0,39
1455,Jay McGuiness,Aliona Vilani,Quickstep,My Generation,13,13,1,9,0,9,9,0,9,0,0,0,0,0,0,36
1456,Georgia May Foote,Giovanni Pernice,Rumba,Writing's On The Wall,13,13,2,9,0,9,9,0,9,0,0,0,0,0,0,36
1457,Kellie Bright,Kevin Clifton,Tango,You Really Got Me,13,13,3,10,0,10,10,0,10,0,0,0,0,0,0,40
1458,Katie Derham,Anton du Beke,Quickstep,42nd Street,13,13,4,7,0,8,8,0,8,0,0,0,0,0,0,31
1459,Jay McGuiness,Aliona Vilani,Show dance,Can't Feel My Face,13,13,5,8,0,9,9,0,9,0,0,0,0,0,0,35
1460,Georgia May Foote,Giovanni Pernice,Show dance,Fix You,13,13,6,9,0,9,9,0,9,0,0,0,0,0,0,36
1461,Kellie Bright,Kevin Clifton,Show dance,The Ding-Dong Daddy Of The D-Car Line,13,13,7,10,0,10,10,0,10,0,0,0,0,0,0,40
1462,Katie Derham,Anton du Beke,Show dance,O Fortuna,13,13,8,7,0,8,8,0,8,0,0,0,0,0,0,31
1463,Laura Whitmore,Giovanni Pernice,Cha-Cha-Cha,Venus,14,1,1,5,0,7,7,0,6,0,0,0,0,0,0,25
1464,Naga Munchetty,Pasha Kovalev,Waltz,Run To You,14,1,2,5,0,6,6,0,6,0,0,0,0,0,0,23
1465,Judge Rinder,Oksana Platero,Cha-Cha-Cha,Mercy,14,1,3,6,0,6,6,0,7,0,0,0,0,0,0,25
1466,Lesley Joseph,Anton du Beke,Waltz,What’ll I Do,14,1,4,5,0,6,6,0,6,0,0,0,0,0,0,23
1467,Ore Oduba,Joanne Clifton,Tango,Geronimo,14,1,5,7,0,6,7,0,7,0,0,0,0,0,0,27
1468,Greg Rutherford,Natalie Lowe,Jive,Get Ready,14,1,6,6,0,7,7,0,7,0,0,0,0,0,0,27
1469,Louise Redknapp,Kevin Clifton,Jive,"Jump, Jive and Wail",14,1,7,8,0,8,8,0,7,0,0,0,0,0,0,31
1470,Melvin Odoom,Janette Manrara,Cha-Cha-Cha,Loco In Acapulco,14,1,8,4,0,6,6,0,6,0,0,0,0,0,0,22
1471,Daisy Lowe,Aljaž Skorjanec,Waltz,Unforgettable,14,1,9,7,0,9,8,0,8,0,0,0,0,0,0,32
1472,Danny Mac,Oti Mabuse,Cha-Cha-Cha,Cake By The Ocean,14,1,10,8,0,7,8,0,8,0,0,0,0,0,0,31
