,celebrity,professional,dance,song,series,week,running_order,score_craig,score_arlene,score_len,score_bruno,score_alesha,score_darcey,score_jennifer,score_donny,score_shirley,score_alfonso,score_motsi,score_anton,total
1605,Mollie King,AJ Pritchard,Jive,Good Golly Miss Molly,15,1,14,4,0,0,6,0,6,0,0,7,0,0,0,23
1606,Aston Merrygold,Janette Manrara,Foxtrot,It Had To Be You,15,1,15,7,0,0,8,0,8,0,0,8,0,0,0,31
1607,Chizzy Akudolu,Pasha Kovalev,Foxtrot,I'm a Woman,15,2,1,3,0,0,4,0,5,0,0,4,0,0,0,16
1608,Aston Merrygold,Janette Manrara,Salsa,Despacito,15,2,2,7,0,0,9,0,8,0,0,8,0,0,0,32
1609,Susan Calman,Kevin Clifton,Charleston,If You Knew Susie,15,2,3,3,0,0,6,0,6,0,0,7,0,0,0,22
1610,Charlotte Hawkins,Brendan Cole,Cha-Cha-Cha,Sugar,15,2,4,2,0,0,3,0,4,0,0,3,0,0,0,12
1611,Joe McFadden,Katya Jones,Tango,Castle on the Hill,15,2,5,5,0,0,6,0,6,0,0,5,0,0,0,22
1612,Brian Conley,Amy Dowden,Cha-Cha-Cha,Shake Your Groove Thing,15,2,6,3,0,0,6,0,5,0,0,5,0,0,0,19
1613,Gemma Atkinson,Aljaž Skorjanec,Waltz,Un Giorno Per Noi,15,2,7,6,0,0,7,0,6,0,0,7,0,0,0,26
1614,Rev. Richard Coles,Dianne Buswell,American Smooth,Love Really Hurts Without You,15,2,8,3,0,0,5,0,4,0,0,5,0,0,0,17
1615,Ruth Langsford,Anton du Beke,Charleston,The Charleston,15,2,9,3,0,0,6,0,5,0,0,6,0,0,0,20
1616,Simon Rimmer,Karen Clifton,Waltz,You'll Never Walk Alone,15,2,10,4,0,0,5,0,4,0,0,6,0,0,0,19
1617,Mollie King,AJ Pritchard,Tango,Addicted to Love,15,2,11,4,0,0,7,0,6,0,0,8,0,0,0,25
1618,Jonnie Peacock,Oti Mabuse,Jive,Johnny B. Goode,15,2,12,6,0,0,8,0,7,0,0,8,0,0,0,29
1619,Debbie McGee,Giovanni Pernice,Viennese Waltz,She's Always a Woman,15,2,13,8,0,0,8,0,9,0,0,9,0,0,0,34
1620,Davood Ghadami,Nadiya Bychkova,Quickstep,Last Nite,15,2,14,6,0,0,7,0,7,0,0,7,0,0,0,27
1621,Alexandra Burke,Gorka Márquez,Paso Doble,Ven a Bailar,15,2,15,9,0,0,9,0,9,0,0,9,0,0,0,36
1622,Simon Rimmer,Karen Clifton,Quickstep,You've Got A Friend in me,15,3,1,3,0,0,5,0,5,0,0,6,0,0,0,19
1623,Ruth Langsford,Anton du Beke,Rumba,Diamonds are Forever,15,3,2,3,0,0,4,0,5,0,0,3,0,0,0,15
1624,Mollie King,AJ Pritchard,American Smooth,Climb Every Mountain,15,3,3,7,0,0,8,0,7,0,0,8,0,0,0,30
1625,Rev. Richard Coles,Dianne Buswell,Paso Doble,Flash,15,3,4,2,0,0,4,0,4,0,0,4,0,0,0,14
1626,Debbie McGee,Giovanni Pernice,Quickstep,Let's call the whole thing off,15,3,5,6,0,0,8,0,8,0,0,7,0,0,0,29
1627,Brian Conley,Amy Dowden,American Smooth,If I only had a brain,15,3,6,5,0,0,6,0,5,0,0,6,0,0,0,22
1628,Gemma Atkinson,Aljaž Skorjanec,Charleston,The Bear Necessities,15,3,7,7,0,0,8,0,8,0,0,8,0,0,0,31
1629,Charlotte Hawkins,Brendan Cole,Tango,Highway to the Danger Zone,15,3,8,4,0,0,4,0,5,0,0,4,0,0,0,17
1630,Jonnie Peacock,Oti Mabuse,Paso Doble,Indiana Jones Main Theme,15,3,9,6,0,0,7,0,6,0,0,7,0,0,0,26
1631,Susan Calman,Kevin Clifton,Samba,Wonder Woman,15,3,10,4,0,0,6,0,5,0,0,5,0,0,0,20
1632,Joe McFadden,Katya Jones,Viennese Waltz,Somewhere my love,15,3,11,8,0,0,8,0,8,0,0,8,0,0,0,32
1633,Aston Merrygold,Janette Manrara,Cha-Cha-Cha,Can't Stop The Feeling,15,3,12,8,0,0,9,0,9,0,0,9,0,0,0,35
1634,Alexandra Burke,Gorka Márquez,American Smooth,Wouldn't It Be Lovely?,15,3,13,8,0,0,9,0,8,0,0,8,0,0,0,33
1635,Davood Ghadami,Nadiya Bychkova,Samba,Stayin' Alive,15,3,14,4,0,0,7,0,7,0,0,7,0,0,0,25
1636,Debbie McGee,Giovanni Pernice,Cha-Cha-Cha,The Shoop Shoop song,15,4,1,6,0,0,8,0,6,0,0,7,0,0,0,27
1637,Brian Conley,Amy Dowden,Paso Doble,I Believe in a Thing Called Love,15,4,2,4,0,0,5,0,6,0,0,6,0,0,0,21
1638,Mollie King,AJ Pritchard,Salsa,Sùbeme La Radio,15,4,3,6,0,0,7,0,7,0,0,7,0,0,0,27
1639,Davood Ghadami,Nadiya Bychkova,Samba,Say You Love Me,15,4,4,6,0,0,8,0,7,0,0,8,0,0,0,29
1640,Charlotte Hawkins,Brendan Cole,Jive,Marry You,15,4,5,4,0,0,5,0,5,0,0,5,0,0,0,19
1641,Joe McFadden,Katya Jones,Cha-Cha-Cha,You Keep Me Hanging On,15,4,6,5,0,0,6,0,7,0,0,6,0,0,0,24
1642,Ruth Langsford,Anton du Beke,Tango,Allegretto,15,4,7,6,0,0,6,0,6,0,0,6,0,0,0,24
1643,Aston Merrygold,Janette Manrara,Quickstep,Mr Blue Sky,15,4,8,7,0,0,9,0,8,0,0,8,0,0,0,32
1644,Simon Rimmer,Karen Clifton,Samba,Copacabana,15,4,9,4,0,0,5,0,5,0,0,5,0,0,0,19
1645,Gemma Atkinson,Aljaž Skorjanec,Paso Doble,Viva La Vida,15,4,10,8,0,0,9,0,9,0,0,9,0,0,0,35
1646,Alexandra Burke,Gorka Márquez,Jive,Proud Mary,15,4,11,9,0,0,10,0,10,0,0,10,0,0,0,39
1647,Jonnie Peacock,Oti Mabuse,American Smooth,Cry Me A River,15,4,12,7,0,0,8,0,8,0,0,8,0,0,0,31
1648,Susan Calman,Kevin Clifton,Quickstep,Bring Me Sunshine,15,4,13,7,0,0,8,0,7,0,0,8,0,0,0,30
1649,Davood Ghadami,Nadiya Bychkova,Jive,Tell Her About It,15,5,1,6,0,0,0,0,8,0,0,8,0,0,0,22
1650,Mollie King,AJ Pritchard,Viennese Waltz,Anyone Who Had A Heart,15,5,2,8,0,0,0,0,8,0,0,8,0,0,0,24
1651,Simon Rimmer,Karen Clifton,Charleston,Fit As A Fiddle (And Ready For It),15,5,3,5,0,0,0,0,5,0,0,6,0,0,0,16
1652,Debbie McGee,Giovanni Pernice,Rumba,Baby Can I Hold You,15,5,4,9,0,0,0,0,9,0,0,9,0,0,0,27
1653,Brian Conley,Amy Dowden,Jive,It's Not Unusual,15,5,5,4,0,0,0,0,6,0,0,6,0,0,0,16
1654,Susan Calman,Kevin Clifton,Cha-Cha-Cha,Shout Out To My Ex,15,5,6,4,0,0,0,0,5,0,0,7,0,0,0,16
1655,Aston Merrygold,Janette Manrara,Waltz,Can't Help Falling In Love,15,5,7,8,0,0,0,0,8,0,0,8,0,0,0,24
1656,Ruth Langsford,Anton du Beke,Samba,Love Is In The Air,15,5,8,5,0,0,0,0,5,0,0,6,0,0,0,16
1657,Gemma Atkinson,Aljaž Skorjanec,Foxtrot,Believe,15,5,9,8,0,0,0,0,8,0,0,8,0,0,0,24
1658,Joe McFadden,Katya Jones,Paso Doble,Diablo Rojo,15,5,10,7,0,0,0,0,9,0,0,10,0,0,0,26
1659,Alexandra Burke,Gorka Márquez,Samba,Shape Of You,15,5,11,7,0,0,0,0,8,0,0,8,0,0,0,23
1660,Jonnie Peacock,Oti Mabuse,Quickstep,Part-Time Lover,15,5,12,7,0,0,0,0,8,0,0,9,0,0,0,24
1661,Jonnie Peacock,Oti Mabuse,Cha-Cha-Cha,Troublemaker,15,6,1,4,0,0,5,0,6,0,0,5,0,0,0,20
1662,Ruth Langsford,Anton du Beke,Quickstep,Theme from 'Bewitched',15,6,2,4,0,0,6,0,6,0,0,6,0,0,0,22
1663,Simon Rimmer,Karen Clifton,American Smooth,Delilah,15,6,3,2,0,0,4,0,5,0,0,5,0,0,0,16
1664,Gemma Atkinson,Aljaž Skorjanec,Jive,Ever Fallen In Love,15,6,4,7,0,0,8,0,8,0,0,7,0,0,0,30
1665,Joe McFadden,Katya Jones,Foxtrot,Trouble,15,6,5,8,0,0,8,0,8,0,0,8,0,0,0,32
1666,Mollie King,AJ Pritchard,Cha-Cha-Cha,Better The Devil You Know,15,6,6,6,0,7,0,0,7,0,0,7,0,0,0,27
1667,Alexandra Burke,Gorka Márquez,Tango,Maneater,15,6,7,9,0,0,8,0,9,0,0,9,0,0,0,35
1668,Davood Ghadami,Nadiya Bychkova,Rumba,Wicked Game,15,6,8,5,0,0,7,0,7,0,0,6,0,0,0,25
1669,Susan Calman,Kevin Clifton,Foxtrot,Killer Queen,15,6,9,3,0,0,5,0,5,0,0,5,0,0,0,18
1670,Debbie McGee,Giovanni Pernice,Charleston,Frankie,15,6,10,9,0,0,10,0,10,0,0,10,0,0,0,39
1671,Aston Merrygold,Janette Manrara,Paso Doble,Smells Like Teen Spirit,15,6,11,9,0,0,10,0,10,0,0,9,0,0,0,38
1672,Alexandra Burke,Gorka Márquez,Cha-Cha-Cha,I've Got The Music In Me,15,7,1,9,0,0,10,0,10,0,0,10,0,0,0,39
1673,Mollie King,AJ Pritchard,Foxtrot,Call Me Irresponsible,15,7,2,6,0,7,0,0,7,0,0,7,0,0,0,27
1674,Joe McFadden,Katya Jones,Charleston,Alexander's Ragtime Band,15,7,3,9,0,0,9,0,9,0,0,9,0,0,0,36
1675,Gemma Atkinson,Aljaž Skorjanec,Salsa,Sun Comes Up,15,7,4,5,0,0,7,0,7,0,0,7,0,0,0,26
1676,Aston Merrygold,Janette Manrara,Viennese Waltz,Who's Loving You,15,7,5,4,0,0,7,0,7,0,0,7,0,0,0,25
1677,Ruth Langsford,Anton du Beke,Paso Doble,The Shady Dame from Seville,15,7,6,4,0,0,6,0,6,0,0,6,0,0,0,22
1678,Debbie McGee,Giovanni Pernice,Tango,I Gotta Feeling,15,7,7,10,0,0,10,0,10,0,0,10,0,0,0,40
1679,Jonnie Peacock,Oti Mabuse,Salsa,Turn Me On,15,7,8,6,0,0,7,0,7,0,0,7,0,0,0,27
1680,Susan Calman,Kevin Clifton,Jive,This Ole House,15,7,9,6,0,0,8,0,7,0,0,8,0,0,0,29
1681,Davood Ghadami,Nadiya Bychkova,American Smooth,This Will Be (An Everlasting Love),15,7,10,8,0,0,9,0,9,0,0,9,0,0,0,35
1682,Susan Calman,Kevin Clifton,Tango,Firework,15,8,1,5,0,0,8,0,6,0,0,8,0,0,0,27
1683,Joe McFadden,Katya Jones,Rumba,One,15,8,2,7,0,0,9,0,8,0,0,9,0,0,0,33
1684,Ruth Langsford,Anton du Beke,Foxtrot,Mack the Knife,15,8,3,4,0,0,5,0,5,0,0,4,0,0,0,18
1685,Davood Ghadami,Nadiya Bychkova,Charleston,The Lambeth Walk,15,8,4,9,0,0,10,0,9,0,0,10,0,0,0,38
1686,Gemma Atkinson,Aljaž Skorjanec,Viennese Waltz,You Don't Have To Say You Love Me,15,8,5,7,0,0,7,0,7,0,0,7,0,0,0,28
1687,Alexandra Burke,Gorka Márquez,Argentine Tango,Mi Confesion,15,8,6,9,0,0,10,0,9,0,0,10,0,0,0,38
1688,Mollie King,AJ Pritchard,Paso Doble,Layla,15,8,7,5,0,0,5,0,6,0,0,6,0,0,0,22
1689,Jonnie Peacock,Oti Mabuse,Foxtrot,Someone Like You,15,8,8,4,0,0,6,0,5,0,0,6,0,0,0,21
1690,Debbie McGee,Giovanni Pernice,Salsa,Can't Take My Eyes Off Of You,15,8,9,9,0,0,9,0,9,0,0,8,0,0,0,35
1691,Mollie King,AJ Pritchard,Charleston,Wings,15,9,1,6,0,0,8,0,7,0,0,8,0,0,0,29
1692,Susan Calman,Kevin Clifton,Paso Doble,Scott & Fran's Paso Doble,15,9,2,5,0,0,7,0,6,0,0,7,0,0,0,25
1693,Debbie McGee,Giovanni Pernice,Samba,Wannabe/Who Do You Think You Are,15,9,3,7,0,0,9,0,8,0,0,9,0,0,0,33
1694,Jonnie Peacock,Oti Mabuse,Tango,Sweet Dreams (Are Made Of This),15,9,4,6,0,0,7,0,7,0,0,6,0,0,0,26
1695,Gemma Atkinson,Aljaž Skorjanec,American Smooth,Downtown,15,9,5,9,0,0,10,0,9,0,0,10,0,0,0,38
1696,Davood Ghadami,Nadiya Bychkova,Paso Doble,Live And Let Die,15,9,6,8,0,0,9,0,9,0,0,9,0,0,0,35
1697,Alexandra Burke,Gorka Márquez,Quickstep,We're In The Money,15,9,7,9,0,0,10,0,10,0,0,10,0,0,0,39
1698,Joe McFadden,Katya Jones,Salsa,Ride On Time,15,9,8,8,0,0,9,0,8,0,0,9,0,0,0,34
1699,Joe McFadden,Katya Jones,Quickstep,Jumpin' Jack,15,10,1,9,0,0,10,0,9,0,0,10,0,0,0,38
1700,Alexandra Burke,Gorka Márquez,Rumba,Halo,15,10,2,7,0,0,9,0,8,0,0,8,0,0,0,32
1701,Gemma Atkinson,Aljaž Skorjanec,Samba,The River Of Dreams,15,10,3,6,0,0,7,0,6,0,0,6,0,0,0,25
1702,Mollie King,AJ Pritchard,Quickstep,Umbrella,15,10,4,7,0,0,9,0,7,0,0,8,0,0,0,31
1703,Davood Ghadami,Nadiya Bychkova,Waltz,With You I'm Born Again,15,10,5,8,0,0,9,0,9,0,0,9,0,0,0,35
1704,Debbie McGee,Giovanni Pernice,Argentine Tango,Por Una Cabeza,15,10,6,9,0,0,10,0,9,0,0,10,0,0,0,38
1705,Susan Calman,Kevin Clifton,American Smooth,Beyond The Sea,15,10,7,4,0,0,6,0,5,0,0,6,0,0,0,21
1706,Gemma Atkinson,Aljaž Skorjanec,Quickstep,Hello Dolly,15,11,1,6,0,0,8,0,7,0,0,8,0,0,0,29
1707,Mollie King,AJ Pritchard,Rumba,Hopelessly Devoted To You,15,11,2,6,0,0,9,0,7,0,0,9,0,0,0,31
1708,Joe McFadden,Katya Jones,Samba,Money Money,15,11,3,9,0,0,10,0,9,0,0,9,0,0,0,37
1709,Debbie McGee,Giovanni Pernice,American Smooth,Memory,15,11,4,9,0,0,10,0,10,0,0,10,0,0,0,39
1710,Davood Ghadami,Nadiya Bychkova,Argentine Tango,The Phantom Of The Opera,15,11,5,7,0,0,7,0,8,0,0,7,0,0,0,29
1711,Alexandra Burke,Gorka Márquez,Charleston,Supercalifragilisticexpialidocious,15,11,6,9,0,0,10,0,10,0,0,10,0,0,0,39
1712,Joe McFadden,Katya Jones,American Smooth,Have You Met Miss Jones?,15,12,1,8,0,0,9,0,9,0,0,9,0,0,0,35
1713,Alexandra Burke,Gorka Márquez,Viennese Waltz,Everybody Hurts,15,12,2,9,0,0,10,0,10,0,0,10,0,0,0,39
1714,Mollie King,AJ Pritchard,Samba,"Whenever, Wherever",15,12,3,4,0,0,6,0,7,0,0,7,0,0,0,24
1715,Gemma Atkinson,Aljaž Skorjanec,Rumba,Beneath Your Beautiful,15,12,4,7,0,0,8,0,8,0,0,7,0,0,0,30
1716,Debbie McGee,Giovanni Pernice,Jive,I'm So Excited,15,12,5,7,0,0,9,0,9,0,0,9,0,0,0,34
1717,Joe McFadden,Katya Jones,Argentine Tango,Human,15,12,6,8,0,0,9,0,9,0,0,9,0,0,0,35
1718,Alexandra Burke,Gorka Márquez,Salsa,Finally,15,12,7,10,0,0,10,0,10,0,0,10,0,0,0,40
1719,Mollie King,AJ Pritchard,Waltz,Angel,15,12,8,8,0,0,8,0,8,0,0,8,0,0,0,32
1720,Gemma Atkinson,Aljaž Skorjanec,Tango,My Sharona,15,12,9,8,0,0,8,0,8,0,0,8,0,0,0,32
1721,Debbie McGee,Giovanni Pernice,Foxtrot,Isn't She Lovely,15,12,10,8,0,0,10,0,9,0,0,9,0,0,0,36
1722,Alexandra Burke,Gorka Márquez,American Smooth,Wouldn't It Be Loverly,15,13,1,10,0,0,10,0,10,0,0,10,0,0,0,40
1723,Debbie McGee,Giovanni Pernice,Salsa,Can't Take My Eyes Off You,15,13,2,9,0,0,10,0,10,0,0,10,0,0,0,39
1724,Gemma Atkinson,Aljaž Skorjanec,Paso Doble,Viva La Vida,15,13,3,9,0,0,10,0,9,0,0,10,0,0,0,38
1725,Joe McFadden,Katya Jones,Viennese Waltz,"Somewhere, My Love",15,13,4,9,0,0,10,0,10,0,0,10,0,0,0,39
1726,Alexandra Burke,Gorka Márquez,Show dance,There's No Business Like Show Business,15,13,5,9,0,0,10,0,10,0,0,10,0,0,0,39
1727,Debbie McGee,Giovanni Pernice,Show dance,One Day I'll Fly Away,15,13,6,9,0,0,10,0,9,0,0,10,0,0,0,38
1728,Gemma Atkinson,Aljaž Skorjanec,Show dance,Show Me How You Burlesque,15,13,7,8,0,0,10,0,9,0,0,10,0,0,0,37
1729,Joe McFadden,Katya Jones,Show dance,You Make My Dreams,15,13,8,9,0,0,10,0,10,0,0,10,0,0,0,39
1730,Alexandra Burke,Gorka Márquez,Jive,Proud Mary,15,13,9,10,0,0,10,0,10,0,0,10,0,0,0,40
1731,Debbie McGee,Giovanni Pernice,Argentine Tango,Por Una Cabeza,15,13,10,10,0,0,10,0,10,0,0,10,0,0,0,40
1732,Gemma Atkinson,Aljaž Skorjanec,American Smooth,Downtown,15,13,11,9,0,0,10,0,10,0,0,10,0,0,0,39
1733,Joe McFadden,Katya Jones,Charleston,Alexander's Ragtime Band,15,13,12,10,0,0,10,0,10,0,0,10,0,0,0,40
1734,Danny John-Jules,Amy Dowden,Foxtrot,Top Cat Theme,16,1,1,6,0,0,7,0,7,0,0,7,0,0,0,27
1735,Kate Silverton,Aljaž Škorjanec,Cha-Cha-Cha,Kiss,16,1,2,4,0,0,6,0,6,0,0,4,0,0,0,20
1736,Lauren Steadman,AJ Pritchard,Waltz,Kissing You,16,1,3,6,0,0,7,0,6,0,0,6,0,0,0,25
1737,Seann Walsh,Katya Jones,Tango,SexyBack,16,1,4,3,0,0,6,0,5,0,0,4,0,0,0,18
1738,Vick Hope,Graziano Di Prima,Jive,Feel It Still,16,1,5,3,0,0,6,0,5,0,0,4,0,0,0,18
1739,Susannah Constantine,Anton du Beke,Samba,Tico Tico,16,1,6,1,0,0,4,0,4,0,0,3,0,0,0,12
1740,Charles Venn,Karen Hauer,Cha-Cha-Cha,Ain't No Love (Ain't No Use),16,1,7,6,0,0,7,0,6,0,0,6,0,0,0,25
1741,Ashley Roberts,Pasha Kovalev,Viennese Waltz,Perfect,16,1,8,7,0,0,7,0,8,0,0,7,0,0,0,29
1742,Dr. Ranj Singh,Janette Manrara,Cha-Cha-Cha,How Will I Know,16,1,9,6,0,0,7,0,6,0,0,8,0,0,0,27
1743,Katie Piper,Gorka Márquez,Waltz,When We Were Young,16,1,10,4,0,0,5,0,4,0,0,4,0,0,0,17
1744,Graeme Swann,Oti Mabuse,Samba,Soul Limbo,16,1,11,5,0,0,5,0,6,0,0,6,0,0,0,22
1745,Stacey Dooley,Kevin Clifton,Quickstep,Dancing,16,1,12,6,0,0,6,0,6,0,0,6,0,0,0,24
1746,Lee Ryan,Nadiya Bychkova,Waltz,Take It to the Limit,16,1,13,4,0,0,6,0,6,0,0,6,0,0,0,22
1747,Joe Sugg,Dianne Buswell,Jive,Take On Me,16,1,14,6,0,0,7,0,7,0,0,7,0,0,0,27
1748,Faye Tozer,Giovanni Pernice,Cha-Cha-Cha,Lullaby,16,1,15,7,0,0,7,0,8,0,0,7,0,0,0,29
1749,Stacey Dooley,Kevin Clifton,Cha-Cha-Cha,Came Here for Love,16,2,1,4,0,0,6,0,5,0,0,5,0,0,0,20
1750,Charles Venn,Karen Hauer,Quickstep,Sir Duke,16,2,2,5,0,0,7,0,6,0,0,7,0,0,0,25
1751,Katie Piper,Gorka Márquez,Paso Doble,Confident,16,2,3,2,0,0,4,0,4,0,0,3,0,0,0,13
1752,Graeme Swann,Oti Mabuse,American Smooth,Try a Little Tenderness,16,2,4,3,0,0,4,0,5,0,0,3,0,0,0,15
1753,Kate Silverton,Aljaž Škorjanec,Tango,No Roots,16,2,5,6,0,0,7,0,7,0,0,7,0,0,0,27
1754,Joe Sugg,Dianne Buswell,Charleston,Cotton Eye Joe,16,2,6,7,0,0,8,0,8,0,0,8,0,0,0,31
1755,Susannah Constantine,Anton du Beke,Foxtrot,They Can't Take That Away from Me,16,2,7,1,0,0,3,0,4,0,0,4,0,0,0,12
1756,Lee Ryan,Nadiya Bychkova,Jive,Blue Suede Shoes,16,2,8,6,0,0,7,0,7,0,0,6,0,0,0,26
1757,Danny John-Jules,Amy Dowden,Cha-Cha-Cha,Beggin',16,2,9,7,0,0,7,0,7,0,0,7,0,0,0,28
1758,Vick Hope,Graziano Di Prima,Waltz,Somewhere,16,2,10,7,0,0,7,0,7,0,0,6,0,0,0,27
1759,Dr. Ranj Singh,Janette Manrara,Salsa,Fireball,16,2,11,5,0,0,6,0,6,0,0,7,0,0,0,24
1760,Faye Tozer,Giovanni Pernice,Viennese Waltz,It's a Man's Man's Man's World,16,2,12,8,0,0,8,0,8,0,0,7,0,0,0,31
1761,Lauren Steadman,AJ Pritchard,Charleston,New Rules,16,2,13,5,0,0,6,0,6,0,0,5,0,0,0,22
1762,Seann Walsh,Katya Jones,Jive,I'm Still Standing,16,2,14,2,0,0,5,0,4,0,0,4,0,0,0,15
1763,Ashley Roberts,Pasha Kovalev,Cha-Cha-Cha,Boogie Wonderland,16,2,15,8,0,0,9,0,8,0,0,7,0,0,0,32
1764,Vick Hope,Graziano Di Prima,Salsa,Take a Chance on Me,16,3,1,6,0,0,7,0,7,0,0,7,0,0,0,27
1765,Dr. Ranj Singh,Janette Manrara,Quickstep,Prince Ali,16,3,2,4,0,0,6,0,5,0,0,5,0,0,0,20
1766,Lee Ryan,Nadiya Bychkova,Cha-Cha-Cha,The Power of Love,16,3,3,3,0,0,6,0,5,0,0,5,0,0,0,19
1767,Kate Silverton,Aljaž Škorjanec,Foxtrot,Why Don't You Do Right?,16,3,4,6,0,0,8,0,7,0,0,8,0,0,0,29
1768,Stacey Dooley,Kevin Clifton,Jive,Happy,16,3,5,8,0,0,8,0,8,0,0,8,0,0,0,32
1769,Joe Sugg,Dianne Buswell,American Smooth,Breaking Free,16,3,6,6,0,0,7,0,7,0,0,6,0,0,0,26
1770,Graeme Swann,Oti Mabuse,Charleston,Spider-Man Theme,16,3,7,7,0,0,8,0,8,0,0,8,0,0,0,31
1771,Ashley Roberts,Pasha Kovalev,Salsa,(I've Had) The Time of My Life,16,3,8,8,0,0,9,0,9,0,0,9,0,0,0,35
1772,Katie Piper,Gorka Márquez,Foxtrot,City of Stars,16,3,9,5,0,0,6,0,5,0,0,6,0,0,0,22
1773,Seann Walsh,Katya Jones,Paso Doble,Clubbed to Death,16,3,10,7,0,0,8,0,7,0,0,8,0,0,0,30
1774,Lauren Steadman,AJ Pritchard,Cha-Cha-Cha,Fame,16,3,11,4,0,0,6,0,5,0,0,5,0,0,0,20
1775,Charles Venn,Karen Hauer,American Smooth,Up Where We Belong,16,3,12,6,0,0,7,0,6,0,0,6,0,0,0,25
1776,Faye Tozer,Giovanni Pernice,Quickstep,You're the One That I Want,16,3,13,9,0,0,9,0,9,0,0,9,0,0,0,36
1777,Danny John-Jules,Amy Dowden,Paso Doble,The Greatest Show,16,3,14,6,0,0,8,0,7,0,0,7,0,0,0,28
1778,Joe Sugg,Dianne Buswell,Cha-Cha-Cha,Just Got Paid,16,4,1,5,0,0,7,0,7,0,0,7,0,0,0,26
1779,Vick Hope,Graziano Di Prima,Quickstep,You Can't Hurry Love,16,4,2,7,0,0,8,0,7,0,0,7,0,0,0,29
1780,Danny John-Jules,Amy Dowden,Viennese Waltz,I've Gotta Be Me,16,4,3,6,0,0,7,0,7,0,0,7,0,0,0,27
1781,Faye Tozer,Giovanni Pernice,Rumba,Chandelier,16,4,4,7,0,0,8,0,7,0,0,7,0,0,0,29
1782,Katie Piper,Gorka Márquez,Jive,Why Do Fools Fall in Love,16,4,5,3,0,0,5,0,5,0,0,5,0,0,0,18
1783,Charles Venn,Karen Hauer,Salsa,Use It Up and Wear It Out,16,4,6,6,0,0,7,0,6,0,0,6,0,0,0,25
1784,Lauren Steadman,AJ Pritchard,Quickstep,If You're Over Me,16,4,7,6,0,0,7,0,6,0,0,6,0,0,0,25
1785,Dr. Ranj Singh,Janette Manrara,Paso Doble,Canción del Mariachi,16,4,8,6,0,0,7,0,7,0,0,7,0,0,0,27
1786,Kate Silverton,Aljaž Škorjanec,Samba,Africa,16,4,9,4,0,0,6,0,5,0,0,5,0,0,0,20
1787,Graeme Swann,Oti Mabuse,Jive,Don't Stop Me Now,16,4,10,5,0,0,7,0,7,0,0,7,0,0,0,26
1788,Ashley Roberts,Pasha Kovalev,Tango,Look What You Made Me Do,16,4,11,8,0,0,8,0,8,0,0,8,0,0,0,32
1789,Seann Walsh,Katya Jones,Charleston,Bills,16,4,12,6,0,0,7,0,7,0,0,8,0,0,0,28
1790,Stacey Dooley,Kevin Clifton,Foxtrot,Hi Ho Silver Lining,16,4,13,8,0,0,9,0,8,0,0,8,0,0,0,33
1791,Dr. Ranj Singh,Janette Manrara,American Smooth,Wouldn't It Be Nice,16,5,1,5,0,0,0,0,6,0,0,7,7,0,0,25
1792,Lauren Steadman,AJ Pritchard,Contemporary,Runnin' (Lose It All),16,5,2,4,0,0,0,0,6,0,0,7,7,0,0,24
1793,Graeme Swann,Oti Mabuse,Tango,Roxanne,16,5,3,6,0,0,0,0,7,0,0,8,8,0,0,29
1794,Ashley Roberts,Pasha Kovalev,Rumba,Something About the Way You Look Tonight,16,5,4,9,0,0,0,0,9,0,0,9,9,0,0,36
1795,Seann Walsh,Katya Jones,Quickstep,Lightning Bolt,16,5,5,5,0,0,0,0,6,0,0,6,7,0,0,24
1796,Stacey Dooley,Kevin Clifton,Samba,Tequila,16,5,6,8,0,0,0,0,7,0,0,9,9,0,0,33
1797,Joe Sugg,Dianne Buswell,Waltz,Rainbow Connection,16,5,7,6,0,0,0,0,7,0,0,8,8,0,0,29
1798,Vick Hope,Graziano Di Prima,Cha-Cha-Cha,More than Friends,16,5,8,4,0,0,0,0,6,0,0,4,6,0,0,20
1799,Kate Silverton,Aljaž Škorjanec,Viennese Waltz,Finally Mine,16,5,9,6,0,0,0,0,6,0,0,6,8,0,0,26
1800,Danny John-Jules,Amy Dowden,Jive,"Flip, Flop and Fly",16,5,10,9,0,0,0,0,10,0,0,9,9,0,0,37
1801,Faye Tozer,Giovanni Pernice,Foxtrot,Just the Way You Are,16,5,11,8,0,0,0,0,9,0,0,8,8,0,0,33
1802,Charles Venn,Karen Hauer,Street,Get Up Offa That Thing,16,5,12,9,0,0,0,0,9,0,0,9,9,0,0,36
1803,Graeme Swann,Oti Mabuse,Cha-Cha-Cha,Thriller,16,6,1,4,0,0,6,0,5,0,0,6,0,0,0,21
1804,Stacey Dooley,Kevin Clifton,Tango,Doctor Who theme,16,6,2,8,0,0,9,0,9,0,0,9,0,0,0,35
1805,Dr. Ranj Singh,Janette Manrara,Jive,Monster Mash,16,6,3,5,0,0,5,0,5,0,0,5,0,0,0,20
1806,Kate Silverton,Aljaž Škorjanec,Rumba,Skin,16,6,4,4,0,0,5,0,6,0,0,5,0,0,0,20
1807,Danny John-Jules,Amy Dowden,American Smooth,Spirit in the Sky,16,6,5,6,0,0,9,0,8,0,0,7,0,0,0,30
1808,Ashley Roberts,Pasha Kovalev,Charleston,Witch Doctor,16,6,6,9,0,0,10,0,10,0,0,10,0,0,0,39
